meta,position,is_qb,year_span,start_year,end_year,slug,full_slug,iter
Cameron Sample (DE) 2021-2023,DE,0,2021-2023,2021,2023,/players/S/SampCa00.htm,https://www.pro-football-reference.com/players/S/SampCa00.htm,s
Chuck Sample (FB) 1942-1945,FB,0,1942-1945,1942,1945,/players/S/SampCh20.htm,https://www.pro-football-reference.com/players/S/SampCh20.htm,s
Drew Sample (TE) 2019-2023,TE,0,2019-2023,2019,2023,/players/S/SampDr00.htm,https://www.pro-football-reference.com/players/S/SampDr00.htm,s
James Sample (SS) 2015-2015,SS,0,2015-2015,2015,2015,/players/S/SampJa00.htm,https://www.pro-football-reference.com/players/S/SampJa00.htm,s
Johnny Sample (DB) 1958-1968,DB,0,1958-1968,1958,1968,/players/S/SampJo20.htm,https://www.pro-football-reference.com/players/S/SampJo20.htm,s
Lawrence Sampleton (TE) 1982-1987,TE,0,1982-1987,1982,1987,/players/S/SampLa20.htm,https://www.pro-football-reference.com/players/S/SampLa20.htm,s
Archie Sampson (G) 1921-1921,G,0,1921-1921,1921,1921,/players/S/SampAr20.htm,https://www.pro-football-reference.com/players/S/SampAr20.htm,s
Art Sampson (FB) 1921-1923,FB,0,1921-1923,1921,1923,/players/S/SampEb20.htm,https://www.pro-football-reference.com/players/S/SampEb20.htm,s
Clint Sampson (WR) 1983-1986,WR,0,1983-1986,1983,1986,/players/S/SampCl00.htm,https://www.pro-football-reference.com/players/S/SampCl00.htm,s
DeMarco Sampson (WR) 2011-2011,WR,0,2011-2011,2011,2011,/players/S/SampDe00.htm,https://www.pro-football-reference.com/players/S/SampDe00.htm,s
Greg Sampson (T-DT-DE) 1972-1978,T-DT-DE,0,1972-1978,1972,1978,/players/S/SampGr20.htm,https://www.pro-football-reference.com/players/S/SampGr20.htm,s
Howard Sampson (DB) 1978-1979,DB,0,1978-1979,1978,1979,/players/S/SampHo20.htm,https://www.pro-football-reference.com/players/S/SampHo20.htm,s
Kevin Sampson (T) 2004-2006,T,0,2004-2006,2004,2006,/players/S/SampKe20.htm,https://www.pro-football-reference.com/players/S/SampKe20.htm,s
B.J. Sams (RB) 2004-2008,RB,0,2004-2008,2004,2008,/players/S/SamsB.00.htm,https://www.pro-football-reference.com/players/S/SamsB.00.htm,s
Ron Sams (C-G) 1983-1984,C-G,0,1983-1984,1983,1984,/players/S/SamsRo20.htm,https://www.pro-football-reference.com/players/S/SamsRo20.htm,s
Michael Samson (DT) 1996-1996,DT,0,1996-1996,1996,1996,/players/S/SamsMi20.htm,https://www.pro-football-reference.com/players/S/SamsMi20.htm,s
Seneca Samson (HB) 1926-1926,HB,0,1926-1926,1926,1926,/players/S/SamsSe20.htm,https://www.pro-football-reference.com/players/S/SamsSe20.htm,s
Josh Samuda (G) 2012-2012,G,0,2012-2012,2012,2012,/players/S/SamuJo00.htm,https://www.pro-football-reference.com/players/S/SamuJo00.htm,s
Asante Samuel (DB) 2003-2013,DB,0,2003-2013,2003,2013,/players/S/SamuAs20.htm,https://www.pro-football-reference.com/players/S/SamuAs20.htm,s
Asante Samuel Jr. (DB) 2021-2023,DB,0,2021-2023,2021,2023,/players/S/SamuAs00.htm,https://www.pro-football-reference.com/players/S/SamuAs00.htm,s
Curtis Samuel (WR) 2017-2023,WR,0,2017-2023,2017,2023,/players/S/SamuCu00.htm,https://www.pro-football-reference.com/players/S/SamuCu00.htm,s
Deebo Samuel (WR) 2019-2023,WR,0,2019-2023,2019,2023,/players/S/SamuDe00.htm,https://www.pro-football-reference.com/players/S/SamuDe00.htm,s
Don Samuel (DB-HB) 1949-1950,DB-HB,0,1949-1950,1949,1950,/players/S/SamuDo20.htm,https://www.pro-football-reference.com/players/S/SamuDo20.htm,s
Khari Samuel (LB) 1999-2001,LB,0,1999-2001,1999,2001,/players/S/SamuKh20.htm,https://www.pro-football-reference.com/players/S/SamuKh20.htm,s
Chris Samuels (RB) 1991-1991,RB,0,1991-1991,1991,1991,/players/S/SamuCh20.htm,https://www.pro-football-reference.com/players/S/SamuCh20.htm,s
Chris Samuels (T) 2000-2009,T,0,2000-2009,2000,2009,/players/S/SamuCh00.htm,https://www.pro-football-reference.com/players/S/SamuCh00.htm,s
Jaylen Samuels (RB) 2018-2021,RB,0,2018-2021,2018,2021,/players/S/SamuJa00.htm,https://www.pro-football-reference.com/players/S/SamuJa00.htm,s
Stanford Samuels (DB) 2020-2020,DB,0,2020-2020,2020,2020,/players/S/SamuSt01.htm,https://www.pro-football-reference.com/players/S/SamuSt01.htm,s
Terry Samuels (TE) 1994-1995,TE,0,1994-1995,1994,1995,/players/S/SamuTe20.htm,https://www.pro-football-reference.com/players/S/SamuTe20.htm,s
Tony Samuels (TE) 1977-1980,TE,0,1977-1980,1977,1980,/players/S/SamuTo00.htm,https://www.pro-football-reference.com/players/S/SamuTo00.htm,s
Carl Samuelson (DT-T) 1948-1951,DT-T,0,1948-1951,1948,1951,/players/S/SamuCa20.htm,https://www.pro-football-reference.com/players/S/SamuCa20.htm,s
Bill Sanborn (E) 1921-1921,E,0,1921-1921,1921,1921,/players/S/SanbWi20.htm,https://www.pro-football-reference.com/players/S/SanbWi20.htm,s
Garrison Sanborn (C) 2009-2019,C,0,2009-2019,2009,2019,/players/S/SanbGa00.htm,https://www.pro-football-reference.com/players/S/SanbGa00.htm,s
Jack Sanborn (LB) 2022-2023,LB,0,2022-2023,2022,2023,/players/S/SanbJa00.htm,https://www.pro-football-reference.com/players/S/SanbJa00.htm,s
Davis Sanchez (DB) 2001-2002,DB,0,2001-2002,2001,2002,/players/S/SancDa20.htm,https://www.pro-football-reference.com/players/S/SancDa20.htm,s
John Sanchez (T) 1947-1950,T,0,1947-1950,1947,1950,/players/S/SancJo20.htm,https://www.pro-football-reference.com/players/S/SancJo20.htm,s
Lupe Sanchez (DB) 1986-1988,DB,0,1986-1988,1986,1988,/players/S/SancLu20.htm,https://www.pro-football-reference.com/players/S/SancLu20.htm,s
Mark Sanchez (QB) 2009-2018,QB,1,2009-2018,2009,2018,/players/S/SancMa00.htm,https://www.pro-football-reference.com/players/S/SancMa00.htm,s
Rigoberto Sanchez (P) 2017-2023,P,0,2017-2023,2017,2023,/players/S/SancRi00.htm,https://www.pro-football-reference.com/players/S/SancRi00.htm,s
Zack Sanchez (CB) 2016-2016,CB,0,2016-2016,2016,2016,/players/S/SancZa00.htm,https://www.pro-football-reference.com/players/S/SancZa00.htm,s
Artie Sandberg (BB-WB) 1926-1929,BB-WB,0,1926-1929,1926,1929,/players/S/SandAr20.htm,https://www.pro-football-reference.com/players/S/SandAr20.htm,s
Sandy Sandberg (T) 1934-1937,T,0,1934-1937,1934,1937,/players/S/SandSa20.htm,https://www.pro-football-reference.com/players/S/SandSa20.htm,s
Dick Sandefur (FB) 1936-1937,FB,0,1936-1937,1936,1937,/players/S/SandDi20.htm,https://www.pro-football-reference.com/players/S/SandDi20.htm,s
Bill Sandeman (T-DT) 1966-1973,T-DT,0,1966-1973,1966,1973,/players/S/SandBi20.htm,https://www.pro-football-reference.com/players/S/SandBi20.htm,s
B.J. Sander (P) 2005-2005,P,0,2005-2005,2005,2005,/players/S/SandB.20.htm,https://www.pro-football-reference.com/players/S/SandB.20.htm,s
Mark Sander (LB) 1992-1992,LB,0,1992-1992,1992,1992,/players/S/SandMa20.htm,https://www.pro-football-reference.com/players/S/SandMa20.htm,s
Ace Sanders (WR) 2013-2014,WR,0,2013-2014,2013,2014,/players/S/SandAc00.htm,https://www.pro-football-reference.com/players/S/SandAc00.htm,s
Barry Sanders+ (RB) 1989-1998,RB,0,1989-1998,1989,1998,/players/S/SandBa00.htm,https://www.pro-football-reference.com/players/S/SandBa00.htm,s
Bob Sanders (LB) 1967-1967,LB,0,1967-1967,1967,1967,/players/S/SandBo20.htm,https://www.pro-football-reference.com/players/S/SandBo20.htm,s
Bob Sanders (DB) 2004-2011,DB,0,2004-2011,2004,2011,/players/S/SandBo99.htm,https://www.pro-football-reference.com/players/S/SandBo99.htm,s
Brandon Sanders (DB) 1997-1999,DB,0,1997-1999,1997,1999,/players/S/SandBr20.htm,https://www.pro-football-reference.com/players/S/SandBr20.htm,s
Braylon Sanders (WR) 2022-2022,WR,0,2022-2022,2022,2022,/players/S/SandBr00.htm,https://www.pro-football-reference.com/players/S/SandBr00.htm,s
Charlie Sanders+ (TE) 1968-1977,TE,0,1968-1977,1968,1977,/players/S/SandCh01.htm,https://www.pro-football-reference.com/players/S/SandCh01.htm,s
Chris Sanders (WR) 1995-2001,WR,0,1995-2001,1995,2001,/players/S/SandCh00.htm,https://www.pro-football-reference.com/players/S/SandCh00.htm,s
Chris Sanders (WR) 1997-1997,WR,0,1997-1997,1997,1997,/players/S/SandCh20.htm,https://www.pro-football-reference.com/players/S/SandCh20.htm,s
Chuck Sanders (RB) 1986-1987,RB,0,1986-1987,1986,1987,/players/S/SandCh21.htm,https://www.pro-football-reference.com/players/S/SandCh21.htm,s
Clarence Sanders (LB) 1978-1980,LB,0,1978-1980,1978,1980,/players/S/SandCl20.htm,https://www.pro-football-reference.com/players/S/SandCl20.htm,s
Darnell Sanders (TE) 2002-2004,TE,0,2002-2004,2002,2004,/players/S/SandDa00.htm,https://www.pro-football-reference.com/players/S/SandDa00.htm,s
Daryl Sanders (T) 1963-1966,T,0,1963-1966,1963,1966,/players/S/SandDa20.htm,https://www.pro-football-reference.com/players/S/SandDa20.htm,s
Deion Sanders+ (DB-WR) 1989-2005,DB-WR,0,1989-2005,1989,2005,/players/S/SandDe00.htm,https://www.pro-football-reference.com/players/S/SandDe00.htm,s
Drew Sanders (LB) 2023-2023,LB,0,2023-2023,2023,2023,/players/S/SandDr00.htm,https://www.pro-football-reference.com/players/S/SandDr00.htm,s
Emmanuel Sanders (WR) 2010-2021,WR,0,2010-2021,2010,2021,/players/S/SandEm00.htm,https://www.pro-football-reference.com/players/S/SandEm00.htm,s
Eric Sanders (T-G-C) 1981-1992,T-G-C,0,1981-1992,1981,1992,/players/S/SandEr20.htm,https://www.pro-football-reference.com/players/S/SandEr20.htm,s
Frank Sanders (WR) 1995-2003,WR,0,1995-2003,1995,2003,/players/S/SandFr00.htm,https://www.pro-football-reference.com/players/S/SandFr00.htm,s
Gene Sanders (T-G-DE-NT) 1979-1985,T-G-DE-NT,0,1979-1985,1979,1985,/players/S/SandGe20.htm,https://www.pro-football-reference.com/players/S/SandGe20.htm,s
Glenell Sanders (LB) 1990-1995,LB,0,1990-1995,1990,1995,/players/S/SandGl20.htm,https://www.pro-football-reference.com/players/S/SandGl20.htm,s
Jack Sanders (G) 1940-1945,G,0,1940-1945,1940,1945,/players/S/SandJa20.htm,https://www.pro-football-reference.com/players/S/SandJa20.htm,s
James Sanders (DB) 2005-2012,DB,0,2005-2012,2005,2012,/players/S/SandJa21.htm,https://www.pro-football-reference.com/players/S/SandJa21.htm,s
Jason Sanders (K) 2018-2023,K,0,2018-2023,2018,2023,/players/S/SandJa00.htm,https://www.pro-football-reference.com/players/S/SandJa00.htm,s
Joe Sanders (G-E) 1922-1922,G-E,0,1922-1922,1922,1922,/players/S/SandJo20.htm,https://www.pro-football-reference.com/players/S/SandJo20.htm,s
John Sanders (DB) 1974-1979,DB,0,1974-1979,1974,1979,/players/S/SandJo21.htm,https://www.pro-football-reference.com/players/S/SandJo21.htm,s
Ken Sanders (DE) 1972-1981,DE,0,1972-1981,1972,1981,/players/S/SandKe20.htm,https://www.pro-football-reference.com/players/S/SandKe20.htm,s
Lewis Sanders (DB) 2000-2008,DB,0,2000-2008,2000,2008,/players/S/SandLe20.htm,https://www.pro-football-reference.com/players/S/SandLe20.htm,s
Lonnie Sanders (DB) 1963-1969,DB,0,1963-1969,1963,1969,/players/S/SandLo20.htm,https://www.pro-football-reference.com/players/S/SandLo20.htm,s
Miles Sanders (RB) 2019-2023,RB,0,2019-2023,2019,2023,/players/S/SandMi01.htm,https://www.pro-football-reference.com/players/S/SandMi01.htm,s
Myjai Sanders (DE) 2022-2022,DE,0,2022-2022,2022,2022,/players/S/SandMy00.htm,https://www.pro-football-reference.com/players/S/SandMy00.htm,s
Paul Sanders (HB) 1944-1944,HB,0,1944-1944,1944,1944,/players/S/SandPa20.htm,https://www.pro-football-reference.com/players/S/SandPa20.htm,s
Ricky Sanders (WR) 1986-1995,WR,0,1986-1995,1986,1995,/players/S/SandRi00.htm,https://www.pro-football-reference.com/players/S/SandRi00.htm,s
Spec Sanders (TB-DB-HB) 1946-1950,TB-DB-HB,0,1946-1950,1946,1950,/players/S/SandSp00.htm,https://www.pro-football-reference.com/players/S/SandSp00.htm,s
Steve Sanders (WR) 2008-2008,WR,0,2008-2008,2008,2008,/players/S/SandSt20.htm,https://www.pro-football-reference.com/players/S/SandSt20.htm,s
Thomas Sanders (RB) 1985-1991,RB,0,1985-1991,1985,1991,/players/S/SandTh00.htm,https://www.pro-football-reference.com/players/S/SandTh00.htm,s
Reggie Sanderson (RB) 1973-1973,RB,0,1973-1973,1973,1973,/players/S/SandRe00.htm,https://www.pro-football-reference.com/players/S/SandRe00.htm,s
Scott Sanderson (T) 1997-2003,T,0,1997-2003,1997,2003,/players/S/SandSc20.htm,https://www.pro-football-reference.com/players/S/SandSc20.htm,s
Todd Sandham (G) 1987-1987,G,0,1987-1987,1987,1987,/players/S/SandTo20.htm,https://www.pro-football-reference.com/players/S/SandTo20.htm,s
Bill Sandifer (DT-DE) 1974-1978,DT-DE,0,1974-1978,1974,1978,/players/S/SandBi21.htm,https://www.pro-football-reference.com/players/S/SandBi21.htm,s
Dan Sandifer (DB-HB) 1948-1953,DB-HB,0,1948-1953,1948,1953,/players/S/SandDa21.htm,https://www.pro-football-reference.com/players/S/SandDa21.htm,s
Curt Sandig (HB) 1942-1946,HB,0,1942-1946,1942,1946,/players/S/SandCu20.htm,https://www.pro-football-reference.com/players/S/SandCu20.htm,s
Robert Sands (FS) 2011-2011,FS,0,2011-2011,2011,2011,/players/S/SandRo00.htm,https://www.pro-football-reference.com/players/S/SandRo00.htm,s
Terdell Sands (DT) 2003-2009,DT,0,2003-2009,2003,2009,/players/S/SandTe20.htm,https://www.pro-football-reference.com/players/S/SandTe20.htm,s
Alex Sandusky (G) 1954-1966,G,0,1954-1966,1954,1966,/players/S/SandAl20.htm,https://www.pro-football-reference.com/players/S/SandAl20.htm,s
John Sandusky (T-DT) 1950-1956,T-DT,0,1950-1956,1950,1956,/players/S/SandJo22.htm,https://www.pro-football-reference.com/players/S/SandJo22.htm,s
Mike Sandusky (G) 1957-1965,G,0,1957-1965,1957,1965,/players/S/SandMi00.htm,https://www.pro-football-reference.com/players/S/SandMi00.htm,s
Justin Sandy (DB) 2004-2005,DB,0,2004-2005,2004,2005,/players/S/SandJu20.htm,https://www.pro-football-reference.com/players/S/SandJu20.htm,s
Brian Sanford (DL) 2011-2013,DL,0,2011-2013,2011,2013,/players/S/SanfBr00.htm,https://www.pro-football-reference.com/players/S/SanfBr00.htm,s
Jamarca Sanford (DB) 2009-2015,DB,0,2009-2015,2009,2015,/players/S/SanfJa99.htm,https://www.pro-football-reference.com/players/S/SanfJa99.htm,s
Jim Sanford (T) 1924-1924,T,0,1924-1924,1924,1924,/players/S/SanfJi20.htm,https://www.pro-football-reference.com/players/S/SanfJi20.htm,s
Leo Sanford (LB) 1951-1958,LB,0,1951-1958,1951,1958,/players/S/SanfLe00.htm,https://www.pro-football-reference.com/players/S/SanfLe00.htm,s
Lucius Sanford (LB) 1978-1987,LB,0,1978-1987,1978,1987,/players/S/SanfLu20.htm,https://www.pro-football-reference.com/players/S/SanfLu20.htm,s
Rick Sanford (DB) 1979-1985,DB,0,1979-1985,1979,1985,/players/S/SanfRi20.htm,https://www.pro-football-reference.com/players/S/SanfRi20.htm,s
Sandy Sanford (E) 1940-1940,E,0,1940-1940,1940,1940,/players/S/SanfSa20.htm,https://www.pro-football-reference.com/players/S/SanfSa20.htm,s
Bishop Sankey (RB) 2014-2015,RB,0,2014-2015,2014,2015,/players/S/SankBi00.htm,https://www.pro-football-reference.com/players/S/SankBi00.htm,s
Darnell Sankey (LB) 2017-2017,LB,0,2017-2017,2017,2017,/players/S/SankDa00.htm,https://www.pro-football-reference.com/players/S/SankDa00.htm,s
Ollie Sansen (B) 1932-1935,B,0,1932-1935,1932,1935,/players/S/SansOl20.htm,https://www.pro-football-reference.com/players/S/SansOl20.htm,s
Tom Santi (TE) 2008-2009,TE,0,2008-2009,2008,2009,/players/S/SantTo00.htm,https://www.pro-football-reference.com/players/S/SantTo00.htm,s
O.J. Santiago (TE) 1997-2003,TE,0,1997-2003,1997,2003,/players/S/SantO.00.htm,https://www.pro-football-reference.com/players/S/SantO.00.htm,s
Joe Santone (G) 1926-1926,G,0,1926-1926,1926,1926,/players/S/SantJo20.htm,https://www.pro-football-reference.com/players/S/SantJo20.htm,s
Frank Santora (QB) 1944-1944,QB,1,1944-1944,1944,1944,/players/S/SantFr20.htm,https://www.pro-football-reference.com/players/S/SantFr20.htm,s
Cairo Santos (K) 2014-2023,K,0,2014-2023,2014,2023,/players/S/SantCa01.htm,https://www.pro-football-reference.com/players/S/SantCa01.htm,s
Ryan Santoso (P) 2019-2021,P,0,2019-2021,2019,2021,/players/S/SantRy00.htm,https://www.pro-football-reference.com/players/S/SantRy00.htm,s
Dan Santucci (G) 2007-2007,G,0,2007-2007,2007,2007,/players/S/SantDa20.htm,https://www.pro-football-reference.com/players/S/SantDa20.htm,s
Mohamed Sanu (WR) 2012-2021,WR,0,2012-2021,2012,2021,/players/S/SanuMo00.htm,https://www.pro-football-reference.com/players/S/SanuMo00.htm,s
Sekou Sanyika (LB) 2000-2001,LB,0,2000-2001,2000,2001,/players/S/SanySe20.htm,https://www.pro-football-reference.com/players/S/SanySe20.htm,s
Dane Sanzenbacher (WR) 2011-2014,WR,0,2011-2014,2011,2014,/players/S/SanzDa00.htm,https://www.pro-football-reference.com/players/S/SanzDa00.htm,s
Mickey Sanzotta (B) 1942-1946,B,0,1942-1946,1942,1946,/players/S/SanzMi20.htm,https://www.pro-football-reference.com/players/S/SanzMi20.htm,s
Lauvale Sape (DT) 2003-2005,DT,0,2003-2005,2003,2005,/players/S/SapeLa20.htm,https://www.pro-football-reference.com/players/S/SapeLa20.htm,s
Rick Sapienza (DB-HB) 1960-1960,DB-HB,0,1960-1960,1960,1960,/players/S/SapiRi20.htm,https://www.pro-football-reference.com/players/S/SapiRi20.htm,s
Jesse Sapolu (C-G) 1983-1997,C-G,0,1983-1997,1983,1997,/players/S/SapoJe00.htm,https://www.pro-football-reference.com/players/S/SapoJe00.htm,s
Benny Sapp (DB) 2004-2011,DB,0,2004-2011,2004,2011,/players/S/SappBe20.htm,https://www.pro-football-reference.com/players/S/SappBe20.htm,s
Bob Sapp (G) 1997-1997,G,0,1997-1997,1997,1997,/players/S/SappBo20.htm,https://www.pro-football-reference.com/players/S/SappBo20.htm,s
Cecil Sapp (RB) 2003-2008,RB,0,2003-2008,2003,2008,/players/S/SappCe00.htm,https://www.pro-football-reference.com/players/S/SappCe00.htm,s
Gerome Sapp (DB) 2003-2007,DB,0,2003-2007,2003,2007,/players/S/SappGe20.htm,https://www.pro-football-reference.com/players/S/SappGe20.htm,s
Patrick Sapp (LB) 1996-1999,LB,0,1996-1999,1996,1999,/players/S/SappPa20.htm,https://www.pro-football-reference.com/players/S/SappPa20.htm,s
Ricky Sapp (LB) 2012-2014,LB,0,2012-2014,2012,2014,/players/S/SappRi99.htm,https://www.pro-football-reference.com/players/S/SappRi99.htm,s
Theron Sapp (FB-HB) 1959-1965,FB-HB,0,1959-1965,1959,1965,/players/S/SappTh00.htm,https://www.pro-football-reference.com/players/S/SappTh00.htm,s
Warren Sapp+ (DT) 1995-2007,DT,0,1995-2007,1995,2007,/players/S/SappWa00.htm,https://www.pro-football-reference.com/players/S/SappWa00.htm,s
Al Sarafiny (C) 1933-1933,C,0,1933-1933,1933,1933,/players/S/SaraAl20.htm,https://www.pro-football-reference.com/players/S/SaraAl20.htm,s
Tony Sarausky (B) 1935-1938,B,0,1935-1938,1935,1938,/players/S/SaraTo20.htm,https://www.pro-football-reference.com/players/S/SaraTo20.htm,s
Phil Sarboe (BB-TB) 1934-1936,BB-TB,0,1934-1936,1934,1936,/players/S/SarbPh20.htm,https://www.pro-football-reference.com/players/S/SarbPh20.htm,s
Tony Sardisco (G-DE-LB) 1956-1962,G-DE-LB,0,1956-1962,1956,1962,/players/S/SardTo20.htm,https://www.pro-football-reference.com/players/S/SardTo20.htm,s
Foster Sarell () 2022-2023,NA,0,2022-2023,2022,2023,/players/S/SareFo00.htm,https://www.pro-football-reference.com/players/S/SareFo00.htm,s
Broderick Sargent (RB) 1986-1989,RB,0,1986-1989,1986,1989,/players/S/SargBr00.htm,https://www.pro-football-reference.com/players/S/SargBr00.htm,s
Kevin Sargent (T) 1992-1998,T,0,1992-1998,1992,1998,/players/S/SargKe20.htm,https://www.pro-football-reference.com/players/S/SargKe20.htm,s
Mekhi Sargent (RB) 2021-2021,RB,0,2021-2021,2021,2021,/players/S/SargMe00.htm,https://www.pro-football-reference.com/players/S/SargMe00.htm,s
Harvey Sark (G) 1931-1934,G,0,1931-1934,1931,1934,/players/S/SarkHa20.htm,https://www.pro-football-reference.com/players/S/SarkHa20.htm,s
Charley Sarratt (QB) 1948-1948,QB,1,1948-1948,1948,1948,/players/S/SarrCh20.htm,https://www.pro-football-reference.com/players/S/SarrCh20.htm,s
Paul Sarringhaus (HB) 1946-1948,HB,0,1946-1948,1946,1948,/players/S/SarrPa20.htm,https://www.pro-football-reference.com/players/S/SarrPa20.htm,s
Dan Sartin (DT) 1969-1969,DT,0,1969-1969,1969,1969,/players/S/SartDa20.htm,https://www.pro-football-reference.com/players/S/SartDa20.htm,s
Martin Sartin (RB) 1987-1987,RB,0,1987-1987,1987,1987,/players/S/SartMa20.htm,https://www.pro-football-reference.com/players/S/SartMa20.htm,s
Larry Sartori (G) 1942-1945,G,0,1942-1945,1942,1945,/players/S/SartLa20.htm,https://www.pro-football-reference.com/players/S/SartLa20.htm,s
Don Sasa (DT) 1995-1998,DT,0,1995-1998,1995,1998,/players/S/SasaDo20.htm,https://www.pro-football-reference.com/players/S/SasaDo20.htm,s
Tyler Sash (SS) 2011-2012,SS,0,2011-2012,2011,2012,/players/S/SashTy00.htm,https://www.pro-football-reference.com/players/S/SashTy00.htm,s
Doug Satcher (LB) 1966-1968,LB,0,1966-1968,1966,1968,/players/S/SatcDo20.htm,https://www.pro-football-reference.com/players/S/SatcDo20.htm,s
Samson Satele (C) 2007-2014,C,0,2007-2014,2007,2014,/players/S/SateSa20.htm,https://www.pro-football-reference.com/players/S/SateSa20.htm,s
Ollie Satenstein (G-E-T-C) 1929-1933,G-E-T-C,0,1929-1933,1929,1933,/players/S/SateOl20.htm,https://www.pro-football-reference.com/players/S/SateOl20.htm,s
Al Satterfield (T) 1947-1947,T,0,1947-1947,1947,1947,/players/S/SattAl20.htm,https://www.pro-football-reference.com/players/S/SattAl20.htm,s
Brian Satterfield (RB) 1996-1996,RB,0,1996-1996,1996,1996,/players/S/SattBr20.htm,https://www.pro-football-reference.com/players/S/SattBr20.htm,s
Howard Satterwhite (WR) 1976-1977,WR,0,1976-1977,1976,1977,/players/S/SattHo00.htm,https://www.pro-football-reference.com/players/S/SattHo00.htm,s
Jeff Saturday (C) 1999-2012,C,0,1999-2012,1999,2012,/players/S/SatuJe55.htm,https://www.pro-football-reference.com/players/S/SatuJe55.htm,s
Eric Saubert (TE) 2017-2022,TE,0,2017-2022,2017,2022,/players/S/SaubEr00.htm,https://www.pro-football-reference.com/players/S/SaubEr00.htm,s
Craig Sauer (LB) 1996-2000,LB,0,1996-2000,1996,2000,/players/S/SaueCr20.htm,https://www.pro-football-reference.com/players/S/SaueCr20.htm,s
Ed Sauer (T) 1920-1926,T,0,1920-1926,1920,1926,/players/S/SaueEd20.htm,https://www.pro-football-reference.com/players/S/SaueEd20.htm,s
George Sauer Sr. (TB-HB) 1935-1937,TB-HB,0,1935-1937,1935,1937,/players/S/SaueGe20.htm,https://www.pro-football-reference.com/players/S/SaueGe20.htm,s
George Sauer (SE-WR) 1965-1970,SE-WR,0,1965-1970,1965,1970,/players/S/SaueGe00.htm,https://www.pro-football-reference.com/players/S/SaueGe00.htm,s
Todd Sauerbrun (P) 1995-2007,P,0,1995-2007,1995,2007,/players/S/SaueTo20.htm,https://www.pro-football-reference.com/players/S/SaueTo20.htm,s
Bill Saul (LB) 1962-1970,LB,0,1962-1970,1962,1970,/players/S/SaulBi20.htm,https://www.pro-football-reference.com/players/S/SaulBi20.htm,s
Rich Saul (C-G-T) 1970-1981,C-G-T,0,1970-1981,1970,1981,/players/S/SaulRi00.htm,https://www.pro-football-reference.com/players/S/SaulRi00.htm,s
Ron Saul (G) 1970-1981,G,0,1970-1981,1970,1981,/players/S/SaulRo20.htm,https://www.pro-football-reference.com/players/S/SaulRo20.htm,s
Mack Sauls (DB) 1968-1969,DB,0,1968-1969,1968,1969,/players/S/SaulMa20.htm,https://www.pro-football-reference.com/players/S/SaulMa20.htm,s
Pete Saumer (B) 1934-1934,B,0,1934-1934,1934,1934,/players/S/SaumPe20.htm,https://www.pro-football-reference.com/players/S/SaumPe20.htm,s
Buck Saunders (BB) 1922-1922,BB,0,1922-1922,1922,1922,/players/S/SaunBu20.htm,https://www.pro-football-reference.com/players/S/SaunBu20.htm,s
C.J. Saunders (WR) 2021-2021,WR,0,2021-2021,2021,2021,/players/S/SaunCJ00.htm,https://www.pro-football-reference.com/players/S/SaunCJ00.htm,s
Cedric Saunders (TE) 1995-1995,TE,0,1995-1995,1995,1995,/players/S/SaunCe20.htm,https://www.pro-football-reference.com/players/S/SaunCe20.htm,s
De'Ante Saunders (DB) 2015-2015,DB,0,2015-2015,2015,2015,/players/S/SaunDe00.htm,https://www.pro-football-reference.com/players/S/SaunDe00.htm,s
Jalen Saunders (WR) 2014-2014,WR,0,2014-2014,2014,2014,/players/S/SaunJa00.htm,https://www.pro-football-reference.com/players/S/SaunJa00.htm,s
John Saunders (DB) 1972-1975,DB,0,1972-1975,1972,1975,/players/S/SaunJo20.htm,https://www.pro-football-reference.com/players/S/SaunJo20.htm,s
Khalen Saunders (DT) 2019-2023,DT,0,2019-2023,2019,2023,/players/S/SaunKh00.htm,https://www.pro-football-reference.com/players/S/SaunKh00.htm,s
Russ Saunders (FB) 1931-1931,FB,0,1931-1931,1931,1931,/players/S/SaunRu20.htm,https://www.pro-football-reference.com/players/S/SaunRu20.htm,s
Weslye Saunders (TE) 2011-2014,TE,0,2011-2014,2011,2014,/players/S/SaunWe00.htm,https://www.pro-football-reference.com/players/S/SaunWe00.htm,s
Stillwell Saunooke (E-WB) 1922-1922,E-WB,0,1922-1922,1922,1922,/players/S/SaunSt20.htm,https://www.pro-football-reference.com/players/S/SaunSt20.htm,s
Cory Sauter (QB) 2002-2002,QB,1,2002-2002,2002,2002,/players/S/SautCo00.htm,https://www.pro-football-reference.com/players/S/SautCo00.htm,s
Dantrell Savage (RB) 2008-2009,RB,0,2008-2009,2008,2009,/players/S/SavaDa20.htm,https://www.pro-football-reference.com/players/S/SavaDa20.htm,s
Darnell Savage Jr. (S) 2019-2023,S,0,2019-2023,2019,2023,/players/S/SavaDa00.htm,https://www.pro-football-reference.com/players/S/SavaDa00.htm,s
Josh Savage (DE) 2004-2008,DE,0,2004-2008,2004,2008,/players/S/SavaJo20.htm,https://www.pro-football-reference.com/players/S/SavaJo20.htm,s
Sebastian Savage (DB) 1994-1995,DB,0,1994-1995,1994,1995,/players/S/SavaSe20.htm,https://www.pro-football-reference.com/players/S/SavaSe20.htm,s
Tom Savage (QB) 2014-2017,QB,1,2014-2017,2014,2017,/players/S/SavaTo00.htm,https://www.pro-football-reference.com/players/S/SavaTo00.htm,s
